STANOX NO.,FULL NAME,CRS CODE,NR ROUTE
12932,KING EDWARD BRIDGE S. JN,,LNE
74465,KINGHAM,KGM,Western
3283,KINGHORN,KGH,Scotland
3245,KINGLASSIE LOADING PAD,,Scotland
9157,KINGMOOR UP LOOP,,LNW
54312,KINGS CROSS BALLAST SDG,,LNE
63632,KINGS CROSS THAMESLINK,KCM,East Midlands
46135,KINGS DYKE,,Anglia
71022,KINGS LANGLEY,KGL,LNW
71021,KINGS LANGLEY LOOP,,LNW
46220,KINGS LYNN,KLN,Anglia
46221,KINGS LYNN CARRIAGE SIDNGS,XKL,Anglia
46243,KINGS LYNN DALGETTY & FKLN,,Anglia
46223,KINGS LYNN JN,,Anglia
46222,KINGS LYNN T.C.,,Anglia
66510,KINGS NORTON,KNN,LNW
66511,KINGS NORTON C.T.,,LNW
66512,KINGS NORTON OT PLANT DEPT,,LNW
66509,KINGS NORTON SIGNAL SY522,,LNW
66517,KINGS NORTON SIGNAL SY528,,LNW
66516,KINGS NORTON SIGNAL SY57,,LNW
83231,KINGS NYMPTON,KGN,Western
7235,KINGS PARK,KGP,Scotland
69429,KINGS SUTTON,KGS,LNW
54950,KINGS X,,LNE
66032,KINGSBURY BIRCH COPPICE,,LNW
66023,KINGSBURY BRANCH JN,,LNW
66028,KINGSBURY FREIGHTLINER HH,,LNW
66031,KINGSBURY JN,XKI,LNW
66026,KINGSBURY OIL SDGS,,LNW
66027,KINGSBURY S.F.,,LNW
66029,KINGSBURY SDGS,,LNW
4118,KINGSKNOWE,KGE,Scotland
87161,KINGSTON,KNG,Wessex
87168,KINGSTON SIGNAL F410,,Wessex
87167,KINGSTON SIGNAL F412,,Wessex
83639,KINGSWEAR (FOR DARTMOUTH),KWR,Western
65731,KINGSWINFORD JN,,LNW
87709,KINGSWOOD,KND,Sussex
1147,KINGUSSIE,KIN,Scotland
1146,KINGUSSIE C.E.,,Scotland
74805,KINTBURY,KIT,Western
74806,KINTBY848,,Western
50016,KIRBY CROSS,KBX,Anglia
58140,KIRBY MUXLOE,,East Midlands
23026,KIRK SANDALL,KKS,LNE
36050,KIRKBY,KIR,LNW
56243,KIRKBY IN ASHFIELD,KKB,East Midlands
56242,KIRKBY LANE END JN,,East Midlands
56245,KIRKBY SOUTH JUNCTION,,East Midlands
9436,KIRKBY STEPHEN,KSW,LNW
56241,KIRKBY SUMMIT SB,,East Midlands
9423,KIRKBY THORE SIG. KT55,,LNW
9420,KIRKBY THORE SIGNAL BOX,,LNW
11223,KIRKBY-IN-FURNESS,KBF,LNW
3272,KIRKCALDY,KDY,Scotland
3271,KIRKCALDY SIDINGS,,Scotland
3273,KIRKCALDY SIG EK838,,Scotland
3274,KIRKCALDY SIG EK843,,Scotland
3275,KIRKCALDY YARD,,Scotland
8841,KIRKCONNEL,KRK,Scotland
8842,KIRKCONNEL C.E.,,Scotland
36057,KIRKDALE,KKD,LNW
36058,KIRKDALE C.S.,XKK,LNW
30044,KIRKHAM & WESHAM,KKM,LNW
30047,KIRKHAM & WESHAM SIG. KM51,,LNW
16233,KIRKHAM ABBEY SB,,LNE
30045,KIRKHAM C.C.E.,,LNW
30048,KIRKHAM NORTH JN,,LNW
7551,KIRKHILL,KKH,Scotland
30046,KIRKHMTIP,,LNW
4112,KIRKNEWTON,KKN,Scotland
7989,KIRKPATRICK SIGNAL MC863,,Scotland
17139,KIRKSTALL CROSSOVER,,LNE
17138,KIRKSTALL DOWN LOOP,,LNE
17137,KIRKSTALL UP LOOP,,LNE
7298,KIRKWOOD,KWD,Scotland
7983,KIRTLEBRIDGE G.F.,,Scotland
26003,KIRTON LIME SDGS,,LNE
26004,KIRTON LINDSEY,KTL,LNE
2060,KITTYBREWSTER,,Scotland
26609,KIVETON BRIDGE,KIV,LNE
26591,KIVETON PARK,KVP,LNE
26593,KIVETON PARK (FHH),,LNE
16228,KNAPTON,,LNE
16113,KNARESBOROUGH,KNA,LNE
53228,KNEBWORTH,KBW,LNE
66024,KNGSBY,,LNW
66025,KNGSBYCOL,,LNW
59271,KNIGHTNCE,,East Midlands
79087,KNIGHTON,KNI,Wales
59272,KNIGHTON JN,,East Midlands
89341,KNOCKHOLT,KCK,Kent
8831,KNOCKSHINNOCH SIG NC15,,Scotland
18022,KNOTTINGLEY,KNO,LNE
18015,KNOTTINGLEY EAST JN,,LNE
18021,KNOTTINGLEY JACKSONS,,LNE
18020,KNOTTINGLEY SIDINGS,,LNE
18029,KNOTTINGLEY SIG FE6401,,LNE
18017,KNOTTINGLEY SIG FE6402,,LNE
18014,KNOTTINGLEY SOUTH JN,,LNE
18018,KNOTTINGLEY T.M.D.,,LNE
18023,KNOTTINGLEY TMD (FHH),,LNE
18019,KNOTTINGLEY W.R.D.,,LNE
18016,KNOTTINGLEY WEST JN,,LNE
36047,KNOWSLEY FREIGHT TERMINAL,,LNW
66514,KNRTN TPD,,LNW
66515,KNTONOTPD,,LNW
79096,KNUCKLAS,KNU,Wales
37221,KNUTSFORD,KNF,LNW
34,KOBLENZ HBF,KBZ,Non Britain
9,KOLN HBF,,Non Britain
10,KOLN NIEHL,,Non Britain
1071,KYLE OF LOCHALSH,KYL,Scotland
1070,KYLE OF LOCHALSH G.F.,,Scotland
57404,L.N.W. JN. DERBY,,East Midlands
782,LA VOULTE,,Non Britain
15640,LACKENBY B.S.C.,,LNE
15641,LACKENBY MARCROFT ENG.,,LNE
73111,LADBROKE GROVE,,Western
3221,LADYBANK,LDY,Scotland
3220,LADYBANK BRANCH LOOP,,Scotland
3222,LADYBANK C.E.,,Scotland
3217,LADYBANK D.G.L.,,Scotland
3219,LADYBANK S.& T.E.,,Scotland
3218,LADYBANK SIG 668,,Scotland
7027,LADYBURN T.C.,,Scotland
88309,LADYWELL,LAD,Kent
88310,LADYWELL JUNCTION,,Kent
51301,LAINDON,LAI,Anglia
84092,LAIRA CEM,,Western
84093,LAIRA DEP,,Western
84091,LAIRA ISU (S&TE),,Western
84089,LAIRA JN,,Western
84090,LAIRA T.& R.S.M.D.,XLZ,Western
84094,LAIRA TMD FUEL ROAD,,Western
1031,LAIRG,LRG,Scotland
1032,LAIRG C.E.,,Scotland
1033,LAIRG OIL TERMINAL,,Scotland
1030,LAIRG SOUTH SHUNT,,Scotland
18630,LAISTERDYKE E.M.RECYCLING,,LNE
18629,LAISTERDYKE SIG ML 1558,,LNE
86293,LAKE,LKE,Isle of Wight
46266,LAKENHEATH,LAK,Anglia
9337,LAMBRIGG,,LNW
80205,LAMPHEY,LAM,Wales
7957,LANARK,LNK,Scotland
7956,LANARK JN,,Scotland
11720,LANCASTER,LAN,LNW
11722,LANCASTER SOUTH JN UGL,,LNW
87994,LANCING,LAC,Sussex
66328,LANDOR ST BANK ENGINE SDGS,,LNW
66321,LANDOR STREET JN,XLX,LNW
79327,LANDORE JUNCTION,,Wales
79320,LANDORE T.M.D.,XDL,Wales
65513,LANDYWOOD,LAW,LNW
7130,LANGBANK,LGB,Scotland
59133,LANGHAM JN.,,East Midlands
29145,LANGHO,LHO,LNW
73816,LANGLEY,LNY,Western
73815,LANGLEY EWS SIDINGS,,Western
65901,LANGLEY GREEN,LGG,LNW
65903,LANGLEY GREEN ALBRIGHT & W,,LNW
65906,LANGLEY GREEN YD,,LNW
53227,LANGLEY JN,,LNE
53235,LANGLEY JN K209 SIGNAL,,LNE
53232,LANGLEY JN K651,,LNE
53224,LANGLEY JN K938,,LNE
53225,LANGLEY JN K940,,LNE
56524,LANGLEY MILL,LGM,East Midlands
73814,LANGLEY RECEPTION SIDINGS,,Western
53226,LANGLEY REDLANDS,,LNE
53234,LANGLEY STH JN,,LNE
7338,LANGLOAN JN,,Scotland
82306,LANGPORT VIADUCT,,Western
7581,LANGSIDE,LGS,Scotland
9418,LANGWATHBY,LGW,LNW
28003,LANGWITH - WHALEY THORNS,LAG,LNE
44045,LANGWORTH S.B.,,LNE
83235,LAPFORD,LAP,Western
66434,LAPWORTH,LPW,LNW
5009,LARBERT,LBT,Scotland
5011,LARBERT C.E.,,Scotland
5015,LARBERT JN,,Scotland
5007,LARBERT NORTH D.G.L.,,Scotland
84431,LARGIN,,Western
8221,LARGS,LAR,Scotland
7260,LARKFIELD CARRIAGE SIDINGS,,Scotland
7262,LARKFIELD JN,,Scotland
7496,LARKHALL,LRH,Scotland
35534,LATCHFORD SDGS,,LNW
35535,LATCHFORD SDGS FHH,,LNW
87205,LATCHMERE JN,,Sussex
3001,LAURENCEKIRK,LAU,Scotland
3002,LAURENCEKIRK D.R.S.,,Scotland
3004,LAURENCEKIRK U.R.S.,,Scotland
86115,LAVERSTOCK NORTH JN,,Wessex
86114,LAVERSTOCK SOUTH JN,,Wessex
74822,LAVINGTON,,Western
7953,LAW JN,,Scotland
7952,LAW JN (ROAD RAIL TS),,Scotland
7954,LAW JN DOWN PASSENGER LOOP,,Scotland
7949,LAW JN DOWN SIDINGS,,Scotland
7944,LAW JN U.P.L.,,Scotland
7951,LAW JN UP C.E.,,Scotland
66403,LAWLEY ST FLT CONNECTRAIL,,LNW
66402,LAWLEY STREET F.L.T.,,LNW
81422,LAWRENCE HILL,LWH,Western
81410,LAWRENCE HILL G.F.,,Western
81421,LAWRNCHFD,,Western
30027,LAYTON,LAY,LNW
9416,LAZONBY & KIRKOSWALD,LZB,LNW
88406,LDN BDG E,,Kent
35447,LEA GREEN,LEG,LNW
65610,LEA HALL,LEH,LNW
52210,LEA INTERCHANGE (EWS),,Anglia
52038,LEA JUNCTION,,Anglia
5997,LEACHABHUIDH,,Scotland
62211,LEAGRAVE,LEA,East Midlands
62209,LEAGRAVE JN,,East Midlands
15516,LEALHOLM,LHM,LNE
69301,LEAMINGTON CARRIAGE SDGS,,LNW
69300,LEAMINGTON SPA,LMS,LNW
69302,LEAMINGTON SPA SIGNAL 113,,LNW
69303,LEAMINGTON SPA SIGNAL 126,,LNW
38009,LEASOWE,LSW,LNW
87685,LEATHERHEAD,LHD,Sussex
64125,LEATON L.C.,,Wales
78518,LECKWITH BRIDGE GRND FRAME,,Wales
78510,LECKWITH LOOP,,Wales
77307,LECKWITH NORTH JN,,Wales
78517,LECKWITH SOUTH JN,,Wales
70320,LEDBURN JN,XOD,LNW
70325,LEDBURN SIGNAL TK1426,,LNW
70324,LEDBURN SIGNAL TK1428,,LNW
70322,LEDBURN SIGNAL TK1433,,LNW
67219,LEDBURY,LED,Western
88453,LEE,LEE,Kent
88388,LEE LOOP JUNCTION,,Kent
88456,LEE SPUR,,Kent
17132,LEEDS,LDS,LNE
17950,LEEDS,,LNE
17172,LEEDS BALM RD LOCO (FHH),,LNE
17173,LEEDS BALM ROAD F.D.,,LNE
17126,LEEDS EAST JN.,,LNE
17184,LEEDS F.L.T.,,LNE
17096,LEEDS SIG L3613,,LNE
17094,LEEDS SIG L3615,,LNE
17148,LEEDS SIG L3629,,LNE
17095,LEEDS SIG L3631,,LNE
17093,LEEDS SIG L4421,,LNE
17133,LEEDS SIG L774,,LNE
17178,LEEDS SIG L928,,LNE
17179,LEEDS SIG L929,,LNE
17175,LEEDS STOURTON RMC,,LNE
17131,LEEDS WEST JUNCTION,,LNE
17134,LEEDS WHITEHALL ROAD,,LNE
43421,LEEK BROOK JN,,LNW
15903,LEEMING BAR (TEST),,LNE
59241,LEICESTER,LEI,East Midlands
59244,LEICESTER 421 SIGNAL,,East Midlands
59245,LEICESTER 426 SIGNAL,,East Midlands
59251,LEICESTER BRAUNSTONE GATE,,East Midlands
59238,LEICESTER CAR SIDINGS,,East Midlands
59239,LEICESTER L.I.P.,,East Midlands
59240,LEICESTER NORTH JN.,,East Midlands
59242,LEICESTER POWER BOX,,East Midlands
59259,LEICESTER SIGNAL 327,,East Midlands
59243,LEICESTER SOUTH JN.,,East Midlands
87739,LEIGH (KENT),LIH,Sussex
43510,LEIGH LEVEL CROSSING,,LNW
87619,LEIGHAM JUNCTION,,Sussex
51013,LEIGH-ON-SEA,LES,Anglia
70321,LEIGHTON BUZZARD,LBZ,LNW
49114,LEISTON,,Anglia
4615,LEITH DOCKS BLUE CIRCLE,,Scotland
4612,LEITH DOCKS F.P.A.,,Scotland
4613,LEITH DOCKS GATX,,Scotland
4614,LEITH DOCKS SAI,,Scotland
4601,LEITH SOUTH,,Scotland
4608,LEITH SOUTH STORAGE,,Scotland
4602,LEITH STH FLINER/LAFARGE,,Scotland
4616,LEITHDKGB,,Scotland
85715,LELANT,LEL,Western
85716,LELANT SALTINGS,LTS,Western
89407,LENHAM,LEN,Kent
89556,LENHAM CROSSOVER (CTRL),XXK,HS1
89560,LENHAM HEATH LOOP (CTRL),,HS1
89414,LENHAM PASSENGER LOOP,,Kent
89558,LENHAM UP SIDING NO 6,,HS1
89562,LENHAM UP SIDING NO 8,,HS1
737,LENS,,Non Britain
55122,LENTON NORTH JN,,East Midlands
55219,LENTON SOUTH JN,,East Midlands
1088,LENTRAN,,Scotland
6454,LENZIE,LNZ,Scotland
76373,LEOMINSTER,LEO,Wales
789,LES AUBRAIS-ORLEANS,,Non Britain
727,LESTREM,,Non Britain
53101,LETCHWORTH A/D LINE,XLL,LNE
53102,LETCHWORTH C.S.D,XLE,LNE
53104,LETCHWORTH GARDEN CITY,LET,LNE
80035,LETTERSTON JN,,Wales
3203,LEUCHARS,LEU,Scotland
3202,LEUCHARS DOWN SIDING,,Scotland
3201,LEUCHARS M.O.D.,,Scotland
32516,LEVENSHULME,LVM,LNW
88221,LEWES,LWS,Sussex
88220,LEWES DOWN TAMPER SIDING,,Sussex
88222,LEWES SIGNAL LW58,,Sussex
88219,LEWES UP SIDING,,Sussex
88415,LEWISHAM,LEW,Kent
88414,LEWISHAM SIGNAL L253,,Kent
88390,LEWISHAM VALE JUNCTION,,Kent
30162,LEYLAND,LEY,LNW
30161,LEYLAND B LEYLAND,,LNW
52208,LEYTON C.M.D.,,Anglia
51551,LEYTON MIDLAND ROAD,LEM,Anglia
51547,LEYTONSTONE HIGH ROAD,LER,Anglia
65316,LICHFIELD CITY,LIC,LNW
65317,LICHFIELD CITY C.S.,,LNW
65309,LICHFIELD NORTH JN (LL),XOI,LNW
65308,LICHFIELD SIGNAL 1310,,LNW
65314,LICHFIELD T.V. JN.,,LNW
65311,LICHFIELD TRENT VALLEY,LTV,LNW
65315,LICHFIELD TRENT VALLEY HL,LIF,LNW
65312,LICHFIELD TV C E SIDINGS,,LNW
65310,LICHFIELD TV LL PDC,,LNW
62047,LIDLINGTON,LID,East Midlands
859,LIEGE,,Non Britain
66508,LIFFORD EAST JN,,LNW
66506,LIFFORD WEST JN,,LNW
64829,LIGHTMOOR JN,,LNW
740,LILLE DELIVERANCE,,Non Britain
741,LILLE EUROPE,LIU,Non Britain
742,LILLE FLANDRES,LIL,Non Britain
728,LILLE-PORT-FLUVIAL,,Non Britain
87178,LILLIE BRIDGE DEPOT LUL,,Wessex
62302,LIMBURY ROAD,,East Midlands
62299,LIMBURY ROAD NORTH G.F.,,East Midlands
62298,LIMBURY ROAD REVERSAL,,East Midlands
62304,LIMBURY ROAD SOUTH G.F.,,East Midlands
52705,LIMEHOUSE,LHS,Anglia
44038,LINCOLN,LCN,LNE
44049,LINCOLN TERRACE C.H.S.,XTT,LNE
44050,LINCOLN TERRACE SDGS (FHH),,LNE
11273,LINDAL TUNNEL,,LNW
21204,LINDSEY OIL REFINERY,,LNE
87231,LINFORD STREET JN,,Sussex
87755,LINGFIELD,LFD,Sussex
48058,LINGWOOD,LGD,Anglia
3199,LINKSWOOD,,Scotland
5119,LINLITHGOW,LIN,Scotland
5120,LINLITHGOW C.E.,,Scotland
5122,LINLITHGOW EL 951,,Scotland
5121,LINLITHGOW U.P.L.,,Scotland
119,LINZ,,Non Britain
87064,LIPHOOK,LIP,Wessex
84135,LIPSON JUNCTION,,Western
84412,LISKCLAYS,,Western
84411,LISKEARD,LSK,Western
84410,LISKEARD GRAOUND FRAME,,Western
84420,LISKEARD SIG 9,,Western
87065,LISS,LIS,Wessex
78376,LISVANE & THORNHILL,LVT,Wales
45501,LITTLE BARFORD MONIER,,LNE
45000,LITTLE BYTHAM,,LNE
57116,LITTLE EATON JN,,East Midlands
57117,LITTLE EATON X,,East Midlands
73521,LITTLE KIMBLE,LTK,LNW
76247,LITTLE MILL JN,,Wales
12111,LITTLE MILL LC,,LNE
75245,LITTLE SOMERFORD,,Western
38314,LITTLE SUTTON,LTT,LNW
31037,LITTLEBOROUGH,LTL,LNW
86471,LITTLEHAMPTON,LIT,Sussex
86472,LITTLEHAMPTON SHED,,Sussex
87936,LITTLEHAVEN,LVN,Sussex
74435,LITTLEMORE,,Western
46259,LITTLEPORT,LTP,Anglia
46024,LITTLEWORTH,,LNE
36095,LIVERPDKS,,LNW
52900,LIVERPLST,,Anglia
52950,LIVERPLST,,Anglia
52990,LIVERPLST,,Anglia
36950,LIVERPOOL,,LNW
36094,LIVERPOOL BULK TERM (FHH),,LNW
36096,LIVERPOOL BULK TERMINAL,,LNW
36079,LIVERPOOL CENT SIGNAL 1017,,LNW
36080,LIVERPOOL CENTRAL,LVC,LNW
38183,LIVERPOOL CENTRAL (DEEP),XLV,LNW
36081,LIVERPOOL CENTRAL REVS SDG,,LNW
36104,LIVERPOOL EURO METAL(MDHC),,LNW
36107,LIVERPOOL GLADSTONE DOCK,,LNW
36152,LIVERPOOL LIME ST CUTTING,,LNW
36151,LIVERPOOL LIME STREET,LIV,LNW
38182,LIVERPOOL LIME STREET LL,LVL,LNW
31711,LIVERPOOL ROAD MANCHESTER,,LNW
36192,LIVERPOOL SOUTH PW HL,ALE,LNW
36091,LIVERPOOL SOUTH PW LL,LPY,LNW
50426,LIVERPOOL STREET SIG L5087,,Anglia
50332,LIVERPOOL STREET SIG L572,,Anglia
50317,LIVERPOOL STREET SIG L636,,Anglia
4025,LIVINGSTON NORTH,LSN,Scotland
4102,LIVINGSTON SOUTH,LVG,Scotland
76111,LLAN OIL,,Wales
64415,LLANABER,LLA,Wales
64418,LLANBEDR,LBR,Wales
79094,LLANBISTER ROAD,LLT,Wales
78369,LLANBRADACH,LNB,Wales
64316,LLANBRYNMAIR,,Wales
78410,LLANDAF,LLN,Wales
64420,LLANDANWG,LDN,Wales
79111,LLANDARCY,,Wales
64426,LLANDECWYN,LLC,Wales
79074,LLANDEILO,LLL,Wales
79050,LLANDEILO JN,,Wales
79077,LLANDOVERY,LLV,Wales
79071,LLANDOVERY NORTH L.C.,,Wales
64605,LLANDRE,,Wales
79081,LLANDRINDOD,LLO,Wales
79088,LLANDRINDOD CROSSING,XLW,Wales
40046,LLANDUDNO,LLD,Wales
40051,LLANDUDNO JN LOCO HS,,Wales
40053,LLANDUDNO JN SIG. LJ260,,Wales
40054,LLANDUDNO JN SIG.LJ69,,Wales
40049,LLANDUDNO JN SIG.LJ70,,Wales
40052,LLANDUDNO JN. T.C.,,Wales
40050,LLANDUDNO JUNCTION,LLJ,Wales
79072,LLANDYBIE,LLI,Wales
79040,LLANELLI,LLE,Wales
40026,LLANERHYM,,Wales
40037,LLANFAIRFECHAN,LLF,Wales
40030,LLANFAIRPWLL,LPG,Wales
79075,LLANGADOG,LLG,Wales
79083,LLANGAMMARCH,LLM,Wales
40027,LLANGEFNI,,Wales
79056,LLANGENNECH,LLH,Wales
41404,LLANGOLON,,Wales
79090,LLANGYFELACH,,Wales
79095,LLANGYNLLO,LGO,Wales
78615,LLANHARAN,LLR,Wales
76640,LLANHILLETH,LTH,Wales
78378,LLANISHEN,LLS,Wales
40059,LLANRWST,LWR,Wales
79324,LLANSAMLET,LAS,Wales
78610,LLANTRISANT,LTI,Wales
78611,LLANTRISANT ROCKWELL,,Wales
78915,LLANTWIT MAJOR,LWM,Wales
76102,LLANW CMW,,Wales
76101,LLANW HMW,,Wales
76103,LLANW PPW,,Wales
76112,LLANW ZOD,,Wales
76109,LLANWERN COAL YARD,,Wales
76100,LLANWERN CORUS AFL,,Wales
76110,LLANWERN EXCHANGE SDGS,,Wales
76107,LLANWERN MID STEEL SUP,,Wales
76095,LLANWERN OLD STATION,,Wales
76098,LLANWERN RG (COLAS),,Wales
76104,LLANWERN STEELWORKS EAST,,Wales
76105,LLANWERN STEELWORKS WEST,,Wales
76099,LLANWERN WEST JN,,Wales
76106,LLANWNCOR,,Wales
76108,LLANWNCSD,,Wales
79076,LLANWRDA,LNR,Wales
79082,LLANWRTYD,LNW,Wales
76113,LLANWSLAB,,Wales
64403,LLNGLYNIN,,Wales
64412,LLWYNGWRIL,LLW,Wales
78010,LLWYNYPIA,LLY,Wales
79793,LLYNFI JN,,Wales
40048,LLYSFAEN EMERGENCY GF,,Wales
65902,LNGLYGNUG,,LNW
325,LOCATE TR,,Non Britain
6051,LOCH AWE,LHA,Scotland
6014,LOCH EIL OUTWARD BOUND,LHE,Scotland
6006,LOCHAILORT,LCL,Scotland
6009,LOCHEILSIDE,LCS,Scotland
3249,LOCHGELLY,LCG,Scotland
1082,LOCHLUICHART,LCC,Scotland
7220,LOCHRIDGE JUNCTION,,Scotland
7101,LOCHWINNOCH,LHW,Scotland
7099,LOCHWINNOCH SIG PE171,,Scotland
56622,LOCK LANE X,,East Midlands
7981,LOCKERBIE,LOC,Scotland
7982,LOCKERBIE DOWN LOOP,,Scotland
7997,LOCKERBIE DOWN SIDINGS,,Scotland
7980,LOCKERBIE UP LOOP,,Scotland
7998,LOCKERBIE UP SIDINGS,,Scotland
18487,LOCKWOOD,LCK,LNE
352,LONATO,,Non Britain
87245,LONDON BLACKFRIARS,BFR,Sussex
87601,LONDON BRIDGE,LBG,Kent
87599,LONDON BRIDGE (BALLAST),,Kent
88403,LONDON CANNON STREET,CST,Kent
88398,LONDON CANNON STREET SDG,,Kent
88401,LONDON CHARING CROSS,CHX,Kent
72410,LONDON EUSTON,EUS,LNW
52711,LONDON FENCHURCH STREET,FST,Anglia
52737,LONDON FIELDS,LOF,Anglia
51125,LONDON GATEWAY ARRIVAL,,Anglia
51126,LONDON GATEWAY DBSchenker,,Anglia
51128,LONDON GATEWAY PORT LG11,,Anglia
54311,LONDON KINGS CROSS,KGX,LNE
52743,LONDON LIVERPOOL ST (BALL),,Anglia
52741,LONDON LIVERPOOL STREET,LST,Anglia
63021,LONDON MARYLEBONE,MYB,LNW
73000,LONDON PADDINGTON,PAD,Western
73104,LONDON PADDINGTON NEW YARD,,Western
72352,LONDON PICCADILLY CIRCUS,ZPC,LUL
9179,LONDON RD. JN.,,LNW
88141,LONDON ROAD (BRIGHTON),LRB,Sussex
87068,LONDON ROAD (GUILDFORD),LRD,Wessex
72357,LONDON ROAD DEPOT,,LUL
87201,LONDON VICTORIA,VIC,Sussex
87212,LONDON WATERLOO,WAT,Wessex
88402,LONDON WATERLOO (EAST),WAE,Kent
87213,LONDON WATERLOO (INT),WIT,Wessex
9309,LONG ASHES,,LNW
70091,LONG BUCKBY,LBK,LNW
13304,LONG BYRE,,LNE
56596,LONG EATON,LGE,East Midlands
56597,LONG EATON TOWN X,,East Midlands
15879,LONG LANE S.B.,,LNE
67362,LONG MARSTON,,Western
67364,LONG MARSTON GBRF,,Western
9424,LONG MARTON,,LNW
9525,LONG PRESTON,LPR,LNW
85730,LONG ROCK,,Western
3346,LONGANNET,,Scotland
3343,LONGANNET P.S.,,Scotland
3344,LONGANNET POWER STN FHH,,Scotland
3347,LONGANNET S.B.,,Scotland
15666,LONGBECK,LGK,LNE
12415,LONGBENTN,,LNE
66519,LONGBRIDGE,LOB,LNW
66518,LONGBRIDGE REVERSING SDGS,,LNW
87105,LONGCROSS,LNG,Wessex
749,LONGEAU,,Non Britain
88487,LONGFIELD,LGF,Kent
3064,LONGFORGAN L.C.,,Scotland
87232,LONGHEDGE JN,,Sussex
15885,LONGLANDS JN,,LNE
67361,LONGMSTN,,Western
67363,LONGMSTRP,,Western
4817,LONGNIDDRY,LND,Scotland
43044,LONGPORT,LPT,LNW
43041,LONGPORT CARLESS SOLVENTS,,LNW
43047,LONGPORT DOWN SDGS.,,LNW
43232,LONGPORT EMSI,,LNW
43046,LONGPORT F.D.,,LNW
43049,LONGPORT JN,,LNW
43048,LONGPRT,,LNW
43051,LONGPTLHL,,LNW
32512,LONGSIGHT CAR. M.D.,XML,LNW
32508,LONGSIGHT DMUD SIEMENS,XLI,LNW
32505,LONGSIGHT DOWN GOODS LOOP,,LNW
32506,LONGSIGHT EXCURSION PLAT,,LNW
32507,LONGSIGHT HOLDING SIDINGS,,LNW
32501,LONGSIGHT NORTH,,LNW
32509,LONGSIGHT SOUTH,,LNW
32511,LONGSIGHT T.M.D. (D),,LNW
32514,LONGSIGHT T.M.D. (E),,LNW
32503,LONGSIGHT UP & DWN GDS LP,,LNW
32513,LONGSIGHT WHEEL LATHE,,LNW
32504,LONGSIGHT WHEEL LATHE (FL),,LNW
32510,LONGSTFHT,,LNW
43501,LONGTON,LGN,LNW
9131,LONGTOWN M.O.D.,,LNW
9132,LONGTOWN SIDING,,LNW
760,LONGUYON,,Non Britain
84421,LOOE,LOO,Western
37134,LOSTKWKMD,,LNW
30330,LOSTOCK,LOT,LNW
37209,LOSTOCK GRALAM,LTG,LNW
30142,LOSTOCK HALL,LOH,LNW
30139,LOSTOCK HALL JN,XLS,LNW
30331,LOSTOCK JN,XLK,LNW
37133,LOSTOCK WORKS,,LNW
85101,LOSTWITHIEL,LOS,Western
85103,LOSTWITHIEL CLAY SIDINGS,,Western
85097,LOSTWITHIEL DOWN GDS LOOP,,Western
85100,LOSTWITHIEL SIGNAL 4,,Western
85099,LOSTWITHIEL UP GOODS LOOP,,Western
1019,LOTH,,Scotland
59002,LOUGHBOROUGH,LBO,East Midlands
59004,LOUGHBOROUGH A.R.C.,,East Midlands
59006,LOUGHBOROUGH BRUSH,,East Midlands
87247,LOUGHBOROUGH JN,LGJ,Sussex
59001,LOUGHBOROUGH NORTH JN,,East Midlands
59003,LOUGHBOROUGH SOUTH JN,,East Midlands
58033,LOUNGE JN,,East Midlands
58035,LOUNGE OPEN CAST,,East Midlands
611,LOURCHES,,Non Britain
87979,LOVERS WALK T&R.S.M.D,XBI,Sussex
23480,LOVERSALL CARR JN,,LNE
23304,LOW ELLERS CURVE JN.,,LNE
13540,LOW FELL GB RAILFREIGHT,,LNE
13543,LOW FELL ISU (CE),,LNE
13542,LOW FELL JN,,LNE
13539,LOW FELL ROYAL MAIL TMNL,,LNE
13544,LOW FELL SIG T203,,LNE
15881,LOW GATES L.C.,,LNE
9414,LOW HOUSE CROSSING S.B.,,LNW
18461,LOW MOOR,,LNE
13303,LOW ROW S.B.,XRL,LNE
51133,LOW ST LC,,Anglia
55501,LOWDHAM,LOW,East Midlands
88313,LOWER SYDENHAM,LSY,Kent
48104,LOWESTOFT,LWT,Anglia
48114,LOWESTOFT ISU (CE),,Anglia
48101,LOWESTOFT RECP.,,Anglia
9333,LOWGILL,,LNW
35303,LOWTON JN,,LNW
36093,L'POOL BULK TERM FASTLINE,,LNW
86076,LUDGERSHALL M.O.D.,,Wessex
86078,LUDGRSHAL,,Wessex
76377,LUDLOW,LUD,Wales
59141,LUFFENHAM,,East Midlands
7222,LUGTON,,Scotland
7223,LUGTON KEMIRA,,Scotland
305,LUINO,,Non Britain
3112,LUNCARTY,,Scotland
62400,LUTON,LUT,East Midlands
62410,LUTON AIRPORT PARKWAY,LTN,East Midlands
62403,LUTON CENTRE SDGS,,East Midlands
62402,LUTON CRESCENT ROAD,,East Midlands
62401,LUTON CRESCENT ROAD (FHH),,East Midlands
62301,LUTON LRD,,East Midlands
62399,LUTON NORTH END LOOP,,East Midlands
62398,LUTON NORTH JN,,East Midlands
62405,LUTON SIGNAL WH581,,East Midlands
62404,LUTON UP SIDINGS,,East Midlands
62406,LUTONC RD,,East Midlands
85225,LUXULYAN,LUX,Western
89433,LYDD TOWN,,Kent
76072,LYDNEY,LYD,Wales
